TipoAlimento,Alimento,provincia,periodo,temperatura,Ventas
Frutas,Banana,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Banana,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,NEUQUEN,Invierno,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp2_14_17,ventasMinimas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Banana,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,CABA,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp2_14_17,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Frutillas,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp2_14_17,ventasMinimas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasMinimas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp2_14_17,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp2_14_17,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,NEUQUEN,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp2_14_17,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,CABA,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp2_14_17,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasModeradas
Verduras,Ajo,NEUQUEN,Invierno,temp1_below_14,ventasMayor
